Word,Difficulty
malinger,0.15
mall,-0.55
mallard,0.04
malleable,0.26
mallet,-0.11
malnourished,0.41
malnutrition,0.25
malodorous,0.79
malpractice,0.01
malt,-0.39
Malta,0.36
malted,-0.13
Maltese,0
Malthus,0.33
maltreat,0.34
maltreatment,0.4
mama,-0.16
mama's,-0.41
mamba,0.33
mambo,0.07
mamma,0
mammal,0.13
mammalian,0.72
mammals,-0.27
mammary,0.2
mammas,-0.01
mammoth,-0.18
man,-1
manacle,0.78
manage,-0.42
manageable,-0.02
managed,-0.47
management,-0.3
managements,0.4
management's,0.01
manager,-0.6
managerial,0.37
managers,-0.44
manager's,-0.08
manages,-0.15
managing,-0.17
manatee,0.42
Manchester,-0.09
Manchester's,0.52
mandarin,0.2
mandate,-0.4
mandated,-0.1
mandatory,-0.27
mandible,0.16
mandolin,0.08
mane,-0.37
manes,0.21
maneuver,0.08
maneuverability,1
maneuvered,0.26
maneuvering,0.2
maneuvers,-0.09
manganese,0.69
manger,0.04
mangle,-0.29
mangled,0.03
mango,-0.45
mangy,0.72
manhandle,-0.01
Manhattan,-0.1
Manhattan's,0.03
manhole,-0.29
manhood,-0.48
manhours,0.4
mania,-0.26
maniac,-0.16
maniacal,0.29
maniacs,-0.39
manic,-0.51
manicure,-0.28
manicurist,0.14
manifest,-0.43
manifestation,0.21
manifestations,0.55
manifested,-0.08
manifesting,0.02
manifestly,-0.02
manifesto,0.15
manifold,-0.19
manikin,1.38
manila,0.32
manipulate,-0.45
manipulated,-0.29
manipulating,0.12
manipulation,-0.15
manipulations,-0.08
manipulative,-0.09
manipulators,0.26
Manitoba,0.18
mankind,-0.57
mankind's,-0.2
manlike,-0.09
manliness,0.47
manly,-0.3
manmade,0.34
manna,0.47
manned,-0.02
mannequin,0.45
manner,-0.63
mannered,-0.02
mannerism,0.06
mannerisms,0.37
mannerly,0.01
manners,-0.46
manning,0.49
manor,-0.17
manors,-0.15
manpower,-0.31
man's,-0.73
manservant,0.5
mansion,-0.18
mansions,-0.11
mansion's,-0.03
manslaughter,0.4
mantel,0.35
mantelpiece,0.61
mantic,-0.22
mantis,0.12
mantle,-0.53
mantlepiece,0.5
mantle's,0.25
mantrap,0.76
manual,-0.53
manually,-0.21
manuals,-0.43
Manuel,-0.13
manufacture,-0.1
manufactured,-0.18
manufacturer,0.27
manufacturers,0.14
manufacturer's,0.07
manufactures,0.52
manufacturing,0.14
manure,0.15
manuscript,-0.22
manuscripts,-0.07
many,-0.57
map,-0.68
maple,-0.47
maples,0.22
mapped,-0.01
mapping,-0.35
maps,-0.52
mar,0.24
maraschino,0.55
marathon,-0.27
maraud,0.86
marauder,0.18
marauders,0.1
marble,-0.24
marbleized,-0.07
marbleizing,1.58
marbles,-0.47
Marcel,-0.18
Marcellus,0.59
march,-0.64
marched,-0.43
marcher,-0.09
marches,-0.39
marching,-0.57
Marcus,-0.22
mare,-0.39
mares,0.01
mare's,0.21
Margaret,-0.17
margarine,0.11
Marge,-0.08
margin,-0.42
marginal,-0.16
marginally,0.02
margins,-0.51
Maria,-0.72
Marie,-0.38
marigold,0.08
marijuana,-0.1
Marilyn,0.06
marimba,0.95
marina,0.44
marinade,0.02
marinas,1.04
marinate,0.02
marinated,0.25
marinating,0.74
marine,-0.42
mariner,-0.12
marines,-0.16
marine's,-0.08
Mario,-0.34
marionette,0.07
marionettes,0.71
marital,-0.06
maritime,0.44
mark,-0.47
markdown,-0.27
marked,-0.54
markedly,0.01
marker,-0.65
markers,-0.5
market,-0.74
marketability,0.72
marketable,-0.16
marketed,-0.48
marketing,-0.46
marketings,-0.26
marketplace,-0.54
markets,-0.54
marking,-0.44
markings,-0.45
marks,-0.58
Mark's,-0.45
marksman,0.14
marksman's,0.07
marksmanship,0.69
markup,-0.29
Marlborough,0.76
Marlene,-0.07
marlin,0.27
marlin's,0.23
marmalade,0.36
marmoset,1.12
maroon,0.07
marooned,0.33
marquee,0.17
marquees,0.28
marquis,0.44
marred,0.33
marriage,-0.61
marriageable,1.21
marriages,-0.24
married,-0.75
marries,-0.14
marring,0.42
marrow,-0.2
marrowbones,1.11
marry,-0.47
marrying,-0.41
Mars,-0.73
marsh,-0.28
Marsha,-0.23
marshal,0.02
marshaling,0.57
marshall,-0.44
marshalled,0
marshalling,0.55
marshall's,-0.2
marshes,-0.28
marshmallow,-0.07
marshmallows,0.13
marsh's,-0.08
marshy,0.06
marsupial,0.41
mart,0.02
Martha,-0.4
Martha's,-0.27
martial,-0.22
Martian,-0.06
Martians,0.03
Martin,-0.42
martini,0.12
martinis,0.45
Martin's,-0.58
marts,0.56
Marty,-0.33
martyr,0.14
martyrdom,0.47
martyrs,0.21
Marty's,-0.33
marvel,-0.46
marveled,-0.04
marvelled,-0.02
marvellous,0.09
marvelous,-0.36
marvelously,0.01
marvels,-0.44
Marvin,-0.28
Marx,-0.47
Marxist,0.09
Marx's,-0.08
Mary,-0.71
Maryland,-0.58
Marylanders,0.3
Maryland's,-0.18
Mary's,-0.59
marzipan,0.72
mascara,-0.06
mascot,-0.36
masculine,-0.23
masculinity,-0.04
mash,-0.47
mashed,-0.33
masher,-0.04
mashing,-0.32
mask,-0.69
masked,-0.47
masking,-0.63
masks,-0.59
masochism,0.51
masochist,0.6
mason,0.07
masonic,0.27
masonry,0.1
masons,0.09
mason's,0.04
masquerade,0.28
masquerades,0.41
masquerading,0.87
mass,-0.69
Massachusetts,0.28
massacre,-0.24
massacred,0.32
massacres,0.14
massage,-0.39
massaging,-0.04
massed,-0.11
masses,-0.27
masseur,0.46
masseuse,0.78
massing,-0.11
massive,-0.4
mast,-0.71
mastectomy,0.51
master,-0.81
mastered,-0.26
masterful,-0.29
masterfully,0.24
mastering,-0.26
masterly,-0.11
mastermind,0.07
masterminding,0.86
masterpiece,-0.42
masterpieces,-0.17
masters,-0.65
master's,-0.54
mastership,0.3
mastery,-0.32
masthead,0.33
masticate,0.91
mastication,0.5
mastiff,0.63
mastodon,0.67
mastodons,0.71
masts,-0.15
masturbate,0.06
masturbation,0.08
mat,-0.51
matador,0.26
match,-0.77
matchbox,-0.38
matched,-0.56
matches,-0.71
matching,-0.53
matchless,-0.03
matchmaker,-0.28
matchmaking,-0.09
matchstick,0.31
matchwood,0.21
mate,-0.58
mated,-0.4
material,-0.56
materialism,0.01
materialist,0.3
materialistic,0.29
materialization,0.42
materialize,0.02
materialized,0.13
materially,0.32
materials,-0.53
material's,-0.16
maternal,-0.11
maternity,-0.25
mates,-0.7
matey,-0.07
math,-0.5
mathematical,-0.25
mathematically,0.18
mathematician,0.08
mathematics,-0.19
Matilda,0.08
matinee,0.51
mating,-0.26
Matisse,0.07
matriarch,0.22
matriarchal,0.54
matriarchy,0.43
matricide,0.71
matriculate,0.35
matriculated,0.54
matriculation,0.49
matrimonial,0.6
matrimony,0.13
matrix,-0.27
matron,0.12
mats,-0.6
Matt,-0.56
matted,-0.08
matter,-0.75
mattered,-0.09
matters,-0.61
Matthew,-0.39
matting,0.03
mattress,-0.55
mattresses,-0.07
maturate,0.44
maturation,0.21
maturational,1.24
mature,-0.39
matured,-0.42
maturing,-0.1
maturities,0.28
maturity,-0.32
maul,0.02
mauler,0.11
mauling,0.22
Maureen,-0.05
Maurice,-0.08
Mauritania,2.28
mausoleum,1.05
mauve,0.19
maverick,0.01
mavericks,0.17
Max,-0.6
maxi,-0.03
maxim,-0.11
maxima,0.09
maximal,-0.34
Maximilian,0.49
maximization,0.51
maximize,-0.49
maximized,-0.27
maximizes,-0.08
maximizing,-0.11
maximum,-0.35
maximums,0.18
Maxine,0.2
Maxine's,-0.01
Max's,-0.4
Maxwell,-0.46
Maxwell's,-0.27
may,-0.66
Mayan,0.15
Mayans,0.12
maybe,-0.51
mayday,-0.19
Mayflower,-0.49
mayfly,0.61
mayhem,0.32
mayo,-0.15
mayonnaise,0.03
mayor,-0.5
mayoral,0.87
mayor's,-0.43
maypole,0.26
Mays,-0.44
maze,-0.63
McCarthyism,1.07
me,-0.67
mead,-0.28
meadow,-0.28
meadows,-0.69
meager,0.19
meal,-0.77
meals,-0.56
mealtime,-0.05
mealy,0.23
mealybug,1.2
mean,-0.63
meander,0.24
meandered,0.45
meandering,0.32
meanest,-0.18
meanie,0.46
meaning,-0.64
meaningful,-0.38
meaningfully,0.11
meaningfulness,0.4
meaningless,0.06
meanings,-0.48
meanness,-0.08
means,-0.66
meant,-0.53
meantime,-0.36
meanwhile,-0.34
measles,-0.16
measly,0.18
measurable,-0.27
measurably,-0.29
measure,-0.53
measured,-0.36
measurement,-0.12
measurements,-0.12
measures,-0.43
measuring,-0.24
meat,-0.75
meatball,-0.62
meats,-0.54
meaty,-0.2
Mecca,0.09
mechanic,-0.37
mechanical,-0.44
mechanically,0.04
mechanics,-0.33
mechanic's,0.14
mechanism,-0.24
mechanisms,-0.12
mechanistic,0.69
mechanization,0.61
mechanize,-0.37
mechanized,-0.01
medal,-0.36
medallion,-0.02
medallions,0.45
medallist,0.3
medals,-0.39
meddle,0.01
meddlesome,0.36
meddling,0.2
media,-0.55
medial,-0.27
median,-0.26
mediate,-0.38
mediating,0.15
mediation,-0.12
mediator,-0.25
medic,-0.2
medical,-0.55
medically,-0.01
Medicare,-0.23
medicate,-0.24
medication,-0.34
medicinal,0.13
medicine,-0.44
medicines,0.07
medics,-0.02
medieval,0.06
mediocre,0.14
mediocrities,1.12
mediocrity,0.37
meditate,-0.13
meditated,-0.1
meditating,0.13
meditation,-0.16
meditations,-0.02
meditative,0.51
Mediterranean,0.48
medium,-0.63
mediums,0.2
medium's,-0.42
medley,-0.19
meek,-0.28
meeker,-0.07
meekest,0.49
meekly,-0.03
meet,-0.61
meeting,-0.46
meetinghouse,0.36
meetings,-0.4
meets,-0.5
Meg,-0.2
megadeath,0.79
megahertz,0.56
megalith,0.03
megalomania,1.42
megalomaniac,1.1
megaphone,-0.15
megaton,0.38
megatons,1.03
megawatt,0.74
meiosis,0.64
Mel,-0.13
melancholy,-0.06
melange,0.52
Melbourne,0.2
meld,0.23
melee,-0.04
meliorate,0.79
Melissa,-0.57
mellow,-0.51
mellowed,-0.03
melodic,0.03
melodically,0.49
melodies,-0.09
melodious,0.26
melodrama,0.15
melodramatic,0.43
melody,-0.3
melon,-0.63
melt,-0.61
melted,-0.58
melting,-0.52
member,-0.61
members,-0.67
membership,-0.17
memberships,-0.2
membrane,-0.34
memento,-0.29
mementoes,0.59
mementos,0.29
memo,-0.45
memoir,-0.25
memoirs,0.21
memorabilia,0.39
memorable,-0.41
memoranda,0.63
memorandum,0.24
memorial,-0.54
memorialize,0.67
memorialized,0.58
memorials,-0.08
memories,-0.39
memorization,0.31
memorize,-0.36
memorized,-0.35
memorizing,-0.05
memory,-0.59
memos,-0.39
Memphis,-0.35
men,-0.84
menace,-0.3
menaced,0.09
menacing,0
menagerie,0.84
menarche,0.44
mend,-0.5
mendacious,1.09
mendacity,0.36
mended,-0.11
Mendel,0.12
mending,-0.15
menfolk,0.33
menial,0.38
meninges,0.99
meningitis,0.61
Mennonite,0.49
Mennonites,1.33
menopause,-0.03
men's,-0.72
menstruate,0.43
menstruation,0.39
mental,-0.7
mentalities,0.46
mentality,-0.01
mentally,-0.38
menthol,-0.36
mention,-0.3
mentioned,-0.37
mentioning,-0.03
mentions,-0.47
mentor,-0.32
menu,-0.52
menus,-0.21
meow,-0.41
Mephistopheles,1.68
mercantile,0.13
Mercedes,-0.12
mercenaries,0.35
mercenary,0.4
mercer,0.21
mercers,0.26
merchandise,-0.22
merchandising,0.32
merchant,-0.39
merchants,-0.39
merciful,-0.08
mercifully,-0.04
merciless,0.04
mercilessly,0
mercurial,0.67
Mercury,-0.61
mercy,-0.59
mere,-0.12
Meredith,-0.2
Meredith's,-0.07
merely,-0.31
merge,-0.4
merged,-0.28
merger,-0.31
mergers,-0.04
merges,-0.32
merging,-0.34
meridian,0.17
meringue,0.69
merit,-0.43
merited,0.12
meritorious,1.17
merits,-0.27
mermaid,-0.34
merman,0.45
merriest,0.47
merrily,-0.03
merriment,0.04
merry,-0.24
merrymaker,0.48
merrymaking,0.41
mesa,-0.07
mescal,0.82
mescalin,0.63
mesh,-0.45
mesmeric,0.54
mesmerize,0.19
mesmerized,0.36
mess,-0.6
message,-0.64
messages,-0.14
messed,-0.47
messenger,-0.59
messengers,0.06
messes,-0.25
Messiah,-0.14
messing,-0.32
messy,-0.54
met,-0.52
metabolic,-0.29
metabolism,-0.38
metabolize,-0.22
metabolized,-0.01
metacarpal,0.6
metal,-0.68
metallic,-0.31
metallurgy,0.22
metals,-0.64
metalsmiths,0.91
metalwork,-0.26
metalworking,0.41
metamorphic,0.08
metamorphose,0.4
metamorphosed,0.78
metamorphosis,0.12
metaphor,-0.37
metaphorical,0.21
metaphors,-0.32
metaphysic,0.39
metaphysical,0.4
metaphysics,0.36
metatarsal,1.06
meteor,-0.08
meteoric,0.11
meteorite,0.17
meteorites,0.61
meteoroid,0.11
meteorological,0.84
meteorology,0.31
meteors,-0.17
meter,-0.67
metered,0.16
metering,0.42
meters,-0.41
methane,-0.02
methanol,0.17
method,-0.34
methodical,-0.04
methodically,0.1
Methodism,0.12
Methodist,-0.14
Methodists,0.01
methodological,0.78
methodology,0.35
methods,-0.68
methyl,0.31
meticulous,0.04
meticulously,0.15
metric,-0.07
metrical,0.43
metrically,0.67
metro,-0.42
metronome,0.79
metropolis,-0.02
metropolitan,0.18
metropolitanization,1.81
Mets,-0.32
mettle,0.32
mettlesome,0.54
mew,0.07
mewed,0.65
Mexican,-0.6
Mexicans,-0.31
Mexico,-0.58
Mexico's,-0.43
mezzanine,0.62
mezzo,0.8
Miami,-0.6
Miami's,-0.24
miasmal,NULL
mica,0.34
mice,-0.66
Michael,-0.57
Michael's,-0.45
Michelangelo,0.5
Michelangelo's,0.42
Michigan,-0.42
Mickey,-0.53
Mickey's,-0.56
microanalysis,1.23
microbe,0.45
microbial,0.7
microbiology,0.21
microchemistry,0.89
microcosm,1.16
microfiche,1.25
microfilm,0.02
micrometer,0.24
micrometers,0.69
micron,0.46
microns,0.4
microorganism,1.02
microorganisms,1
microphone,-0.14
microphones,-0.06
microphoning,1.02
microscope,0.08
microscopes,0.2
microscopic,0.14
microscopical,1.05
microscopically,1.07
microscopy,0.41
microsecond,0.65
microseconds,0.45
microwave,-0.3
microwaves,-0.09
midair,0.38
Midas,-0.06
midday,0.16
middle,-0.51
middlebrow,0.76
middleman,0.07
middles,0.09
middleweight,0.3
middling,0.27
midge,0.36
midget,-0.38
midland,-0.12
midmorning,0.42
midmost,0.29
midnight,-0.28
midpoint,-0.4
midriff,0.24
midship,0.59
midshipman,0.95
midshipmen,1.4
midst,-0.3
midstream,-0.12
midsts,0.55
midsummer,-0.1
midway,-0.51
midweek,0.4
Midwest,-0.49
Midwestern,-0.2
midwesterners,1.2
midwife,-0.06
miff,0.27
miffed,0.34
might,-0.63
mightiest,0.56
mightily,0.34
mighty,-0.46
migraine,0.08
migrant,-0.32
migrants,-0.16
migrate,-0.17
migrated,-0.4
migrates,-0.22
migrating,0
migration,-0.25
migratory,0.45
Miguel,0.28
Mike,-0.6
Mike's,-0.66
milady,0.29
Milan,-0.02
mild,-0.6
milder,-0.02
mildew,-0.32
mildly,-0.33
mile,-0.59
mileage,-0.16
miler,0.05
miles,-0.6
milestone,-0.39
milestones,-0.26
milieu,0.09
militancy,0.8
militant,0.04
militantly,0.79
militarily,0.65
militarism,0.47
militarist,0.52
militarist's,0.93
militarization,0.71
militarize,0.13
military,-0.42
militia,0.08
militiaman,0.59
milk,-0.86
milkmaid,0.21
milkman,-0.14
milks,-0.38
milkshake,-0.27
milkweed,0.13
milky,-0.09
mill,-0.51
millenium,-0.16
millennia,0.37
millennium,-0.22
miller,-0.43
Miller's,-0.44
milligram,-0.03
milligrams,0.1
milliliter,0.65
millimeter,0
millinery,0.1
milling,-0.05
million,-0.4
millionaire,-0.08
millionaires,0.26
millionfold,0.51
millions,-0.49
millionth,0.6
millipede,0.46
mills,-0.46
millstone,0.17
millwheel,0.61
milt,-0.45
Milton,-0.1
Miltonic,0.78
Milton's,-0.14
Milwaukee,0.02
Milwaukee's,-0.02
mime,-0.21
mimeograph,1.37
mimesis,0.45
mimetic,0.31
mimic,-0.34
mimicry,0.26
mimosa,0.49
minarets,1.06
mince,-0.08
minced,0.01
mincemeat,1.06
mincer,0.55
mincing,0.13
mind,-0.77
minded,-0.52
minder,-0.21
mindful,-0.16
mindless,-0.44
minds,-0.59
mind's,-0.6
mine,-0.58
mined,-0.07
minefield,0.24
minelayer,0.63
miner,-0.35
mineral,-0.45
mineralized,0.33
mineralogical,1.2
mineralogies,0.83
mineralogist,1.1
mineralogy,0.69
minerals,-0.27
miners,-0.17
Minerva,0.44
mines,-0.47
minestrone,0.55
minesweeper,-0.08
mingle,-0.23
mingled,-0.02
mingles,0.13
mingling,-0.13
mini,-0.44
miniature,0.04
miniatures,0.11
minibus,0.43
minimal,-0.27
minimally,0.56
minimize,-0.47
minimized,-0.24
minimizes,-0.15
minimizing,0.07
minimum,-0.06
mining,-0.07
minion,0.32
miniscule,0.06
minister,-0.33
ministered,0.21
ministerial,0.63
ministers,-0.1
minister's,-0.21
ministrations,1.01
ministries,0.21
ministry,-0.33
mink,-0.2
minks,-0.06
Minneapolis,0.01
Minnesota,-0.34
Minnesota's,-0.2
Minnie,0.19
minnow,0.29
minor,-0.63
minorities,-0.06
minority,-0.39
minors,-0.36
minotaur,0.64
minstrel,-0.05
minstrels,0.6
mint,-0.69
minter,-0.58
minuet,0.27
minus,-0.16
minuscule,0.36
minute,-0.67
minutely,0.23
minuteman,0.25
minutemen,0.43
minutes,-0.72
minute's,-0.19
minutiae,0.97
minx,0.1
miracle,-0.57
miracles,-0.45
miraculous,0.24
miraculously,0.17
mirage,0.05
mire,-0.1
Miriam,0.44
Miriam's,0.18
mirror,-0.66
mirrored,0.16
mirrors,-0.75
mirth,0.09
mirthless,0.65
misadventure,0.28
misadvise,0.5
misalignment,0.76
misalliance,1.35
misanthrope,0.65
misanthropic,0.93
misanthropy,0.53
misapplication,0.95
misapply,0.53
misapprehend,0.89
misapprehension,1.44
misappropriate,0.67
misbegotten,0.44
misbehave,0.28
misbehavior,0.1
misbranded,0.65
miscalculate,0.55
miscalculated,0.35
miscalculation,0.75
miscalculations,0.68
miscall,-0.03
miscarriage,-0.15
miscarried,0.06
miscarry,0.19
miscast,0.21
miscellaneous,0.02
miscellanies,-0.15
mischance,0.53
mischief,-0.34
mischievous,-0.02
misconceive,0.71
misconception,0.25
misconceptions,0.72
misconduct,-0.03
misconstruction,1.04
misconstructions,0.98
misconstrue,1.21
misconstrued,0.72
miscount,0.08
miscreant,0.31
miscreants,0.16
miscue,0.68
misdate,0.5
misdeal,0.67
misdeed,0.09
misdeeds,0.21
misdemeanor,0.4
misdirect,0.13
misdirection,0.49
misdoing,0.31
miser,0.25
miserable,-0.33
miserably,-0.03
miseries,0.12
misery,-0.43
misfire,-0.06
misfired,0.2
misfit,0.02
misfortune,-0.34
misfortunes,-0.09
misgauged,0.91
misgive,-0.07
misgivings,0.43
misgovern,0.41
misguide,0.14
misguided,0.07
mishandle,0.21
mishap,-0.16
mishear,0.89
mishmash,0.98
misinform,0.67
misinformation,0.55
misinterpret,0.3
misinterpretation,1.14
misinterpreted,0.84
misjudge,-0.08
misjudged,-0.1
mislay,0.35
mislead,-0.43
misleading,-0.26
misleads,-0.27
misled,-0.07
mismanage,0.64
mismanaged,0.84
mismatch,-0.27
misname,0.21
misnamed,0.65
misnomer,0.39
misogynist,0.21
misogyny,0.59
misperceives,1.45
misplace,-0.29
misplaced,-0.28
misplacing,0
misprint,-0.22
mispronounce,0.89
mispronunciation,0.82
misquote,0.3
misquoted,0.48
misread,-0.04
misrelated,0.71
misreport,0.59
misrepresent,0.53
misrepresentation,0.97
misrepresentations,1.41
misrepresenting,1.08
misrepresents,0.65
misrule,0.34
miss,-0.55
missal,-0.51
missed,-0.62
misses,-0.36
misshapen,0.33
missile,-0.27
missiles,0.01
missile's,0.11
missing,-0.53
mission,-0.37
missionaries,-0.12
missionary,-0.19
missions,-0.61
Mississippi,0.15
Mississippians,1.15
Mississippi's,0.27
missive,0.16
Missouri,-0.22
Missouri's,-0.03
misspell,-0.08
misspend,0.51
misstate,0.32
misstep,0.35
missus,0.41
missy,-0.15
mist,-0.31
mistakable,0.1
mistake,-0.61
mistaken,-0.48
mistakenly,-0.08
mistakes,-0.27
mistaking,-0.16
misted,0.17
mister,-0.29
mistime,1.01
mistletoe,0.29
mistook,0.01
mistral,-0.02
mistranslate,0.88
mistranslation,1.28
mistress,-0.46
mistrial,0.1
mistrust,-0.24
mistrusted,0
mists,-0.38
misty,-0.32
misunderstand,0.12
misunderstanding,0.51
misunderstandings,0.67
misunderstood,0.23
misuse,-0.06
miswritten,0.8
Mitch,-0.35
Mitchell,-0.32
Mitchell's,-0.1
mite,0.1
miter,0.89
mitigate,0.16
mitigates,0.27
mitigating,0.38
mitigation,0.45
mitosis,0.2
mitre,0.45
mitt,0.02
mitten,-0.36
mittens,-0.25
mix,-0.44
mixed,-0.84
mixer,-0.54
mixers,-0.32
mixing,-0.44
mixture,-0.6
mixtures,-0.46
mnemonic,0.62
moan,-0.46
moaned,-0.26
moans,-0.47
moat,0.07
mob,-0.49
mobile,-0.41
mobility,-0.36
mobilization,0.33
mobilize,-0.39
mobilized,-0.39
mobilizing,-0.27
mobs,-0.26
mob's,-0.3
mobster,0.04
mobsters,-0.07
moccasin,0.22
moccasins,0.24
mocha,-0.23
mock,-0.55
mocked,-0.46
mockery,-0.44
mocking,-0.42
mockingbird,-0.21
mockingly,-0.07
modal,0.32
modality,0.2
mode,-0.68
model,-0.7
modeled,-0.23
modeling,-0.43
models,-0.72
moderate,-0.55
moderately,-0.32
moderates,-0.39
moderating,-0.25
moderation,-0.2
moderator,-0.26
modern,-0.63
modernism,0.25
modernist,0.16
modernistic,0.37
modernists,0.42
modernity,0.27
modernization,0.15
modernize,-0.12
modernized,0.23
modernizing,0.02
moderns,-0.1
modes,-0.22
modest,-0.59
modestly,-0.15
modesty,-0.53
modification,-0.19
modifications,0.04
modified,-0.42
modifier,-0.27
modifiers,-0.17
modifies,-0.17
modify,-0.66
modifying,-0.28
modular,-0.36
modulate,0.07
modulated,0.36
modulation,0.21
modulations,0.39
module,-0.34
modules,-0.02
mogul,0.09
mohair,0.08
Mohammad,-0.06
Mohammed,0.21
moire,0.54
moist,-0.68
moisten,-0.2
moistened,0.14
moistening,0.23
moisture,-0.3
moisturize,-0.1
molal,-0.64
molar,-0.06
molars,-0.21
molasses,-0.05
mold,-0.38
molded,-0.42
molding,-0.19
molds,-0.42
mole,-0.74
molecular,-0.28
molecule,-0.25
molecules,-0.24
molehill,0.38
moleskin,0.17
molest,0.17
molestation,0.47
molesting,-0.13
moll,-0.13
mollified,-0.23
mollify,0.35
mollusc,-0.43
mollusks,0.03
Molly,-0.48
mollycoddle,0.64
Molly's,-0.29
Molotov,0.89
molten,0.11
mom,-0.85
moment,-0.78
momentarily,0.28
momentary,0.08
momentous,0.09
moments,-0.61
moment's,-0.37
momentum,0.02
momma,-0.17
mommy,-0.12
mommy's,-0.4
mom's,-0.59
monarch,-0.51
monarchist,0.46
monarchy,-0.2
monasteries,0.5
monastery,0.01
monastic,0.47
monasticism,0.44
monaural,0.03
Monday,-0.65
Mondays,-0.53
Monday's,-0.42
Monet,-0.14
monetary,0.08
money,-0.66
moneybags,-0.1
moneybox,-0.13
moneychanger,0.49
moneyed,0.93
moneylender,0.86
moneyless,0.18
moneymaker,-0.09
moneymaking,0.18
moneys,-0.24
money's,-0.31
monger,-0.08
Mongol,0.06
Mongolia,-0.34
Mongolia's,0.57
mongoose,0.02
mongrel,0.34
Monica,-0.34
monitor,-0.62
monitored,-0.18
monitoring,-0.12
monitors,-0.37
monk,-0.39
monkey,-0.69
monkeys,-0.65
monkish,0.71
monks,-0.44
mono,-0.12
monochrome,0.21
monochromes,0.78
monocle,0.34
monogamist,0.7
monogamous,0.2
monogamy,0.13
monogram,-0.15
monograph,-0.36
monographs,0.01
monolith,0.52
monolithic,0.59
monolithically,1.33
monologist,0.76
monologue,-0.01
monomer,0.67
mononucleosis,1.41
monophonic,0.77
